,Anchor,Concept1,Concept2,Category,prompt,gpt_response,gpt_choice
2503,Axe,Chameleon,Screwdriver,tool,"Answer using only only word - ""Chameleon"" or ""Screwdriver"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","Screwdriver""",Screwdriver
2504,Nail,Lawn Mower,Tortoise,tool,"Answer using only only word - ""Lawn Mower"" or ""Tortoise"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","Tortoise""",Tortoise
2505,Turtle,Grinding disk,Tortoise,reptile,"Answer using only only word - ""Grinding disk"" or ""Tortoise"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","Tortoise""",Tortoise
2506,Snake,Lizard,Screwdriver,reptile,"Answer using only only word - ""Lizard"" or ""Screwdriver"" and not ""Snake"".Which is more similar in meaning to ""Snake""?","Screwdriver""",Screwdriver
2507,Cobra,Axe,Crocodile,reptile,"Answer using only only word - ""Axe"" or ""Crocodile"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?",Crocodile,Crocodile
2508,Cobra,Anvil,Toad,reptile,"Answer using only only word - ""Anvil"" or ""Toad"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?",Anvil,Anvil
2509,Turtle,Oil can,Screwdriver,reptile,"Answer using only only word - ""Oil can"" or ""Screwdriver"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","Screwdriver""",Screwdriver
2510,Axe,Gecko,Shovel,tool,"Answer using only only word - ""Gecko"" or ""Shovel"" and not ""Axe"".Which is more similar in meaning to ""Axe""?",Shovel,Shovel
2511,Spanner,Anvil,Turtle,tool,"Answer using only only word - ""Anvil"" or ""Turtle"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?",Anvil,Anvil
2512,Paint brush,Grinding disk,Toad,tool,"Answer using only only word - ""Grinding disk"" or ""Toad"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","Toad""",Toad
2513,Salamander,Chameleon,Gecko,reptile,"Answer using only only word - ""Chameleon"" or ""Gecko"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?","Salamander""",Fill manually
2514,Saw,Lizard,Vacuum,tool,"Answer using only only word - ""Lizard"" or ""Vacuum"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","Vacuum""",Vacuum
2515,Grinding disk,Blindworm,Snake,tool,"Answer using only only word - ""Blindworm"" or ""Snake"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","Blindworm""",Blindworm
2516,Gecko,Anvil,Chameleon,reptile,"Answer using only only word - ""Anvil"" or ""Chameleon"" and not ""Gecko"".Which is more similar in meaning to ""Gecko""?","Anvil""",Anvil
2517,Axe,Hammer,Toad,tool,"Answer using only only word - ""Hammer"" or ""Toad"" and not ""Axe"".Which is more similar in meaning to ""Axe""?",Hammer,Hammer
2518,Crocodile,Cobra,Turtle,reptile,"Answer using only only word - ""Cobra"" or ""Turtle"" and not ""Crocodile"".Which is more similar in meaning to ""Crocodile""?","Cobra""",Cobra
2519,Axe,Chameleon,Chisel,tool,"Answer using only only word - ""Chameleon"" or ""Chisel"" and not ""Axe"".Which is more similar in meaning to ""Axe""?",Chisel,Chisel
2520,Caiman,Grinding disk,Salamander,reptile,"Answer using only only word - ""Grinding disk"" or ""Salamander"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?","Salamander""",Salamander
2521,Toad,Anvil,Cobra,reptile,"Answer using only only word - ""Anvil"" or ""Cobra"" and not ""Toad"".Which is more similar in meaning to ""Toad""?",Anvil,Anvil
2522,Boa python,Chisel,Screwdriver,reptile,"Answer using only only word - ""Chisel"" or ""Screwdriver"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?",python,fill manually
2523,Lawn Mower,Boa python,Lizard,tool,"Answer using only only word - ""Boa python"" or ""Lizard"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?",Boa python,Boa python
2524,Spanner,Blindworm,Shovel,tool,"Answer using only only word - ""Blindworm"" or ""Shovel"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?",Shovel,Shovel
2525,Lawn Mower,Boa python,Snake,tool,"Answer using only only word - ""Boa python"" or ""Snake"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?",snake,fill manually
2526,Hammer,Anvil,Grinding disk,tool,"Answer using only only word - ""Anvil"" or ""Grinding disk"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","Anvil""",Anvil
2527,Gecko,Anvil,Toad,reptile,"Answer using only only word - ""Anvil"" or ""Toad"" and not ""Gecko"".Which is more similar in meaning to ""Gecko""?",Anvil,Anvil
2528,Shovel,Anvil,Screwdriver,tool,"Answer using only only word - ""Anvil"" or ""Screwdriver"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?","Shovel""",Fill manually
2529,Screwdriver,Blindworm,Cobra,tool,"Answer using only only word - ""Blindworm"" or ""Cobra"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","Cobra""",Cobra
2530,Axe,Hammer,Spanner,tool,"Answer using only only word - ""Hammer"" or ""Spanner"" and not ""Axe"".Which is more similar in meaning to ""Axe""?",hammer,fill manually
2531,Blindworm,Caiman,Spanner,reptile,"Answer using only only word - ""Caiman"" or ""Spanner"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?",Caiman,Caiman
2532,Cobra,Chameleon,Lizard,reptile,"Answer using only only word - ""Chameleon"" or ""Lizard"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?",Chameleon,Chameleon
2533,Boa python,Dinosaur,Knife,reptile,"Answer using only only word - ""Dinosaur"" or ""Knife"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?",knife,fill manually
2534,Lawn Mower,Lizard,Turtle,tool,"Answer using only only word - ""Lizard"" or ""Turtle"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","Lizard""",Lizard
2535,Saw,Alligator,Knife,tool,"Answer using only only word - ""Alligator"" or ""Knife"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","Knife""",Knife
2536,Knife,Boa python,Lawn Mower,tool,"Answer using only only word - ""Boa python"" or ""Lawn Mower"" and not ""Knife"".Which is more similar in meaning to ""Knife""?",lawn mower,fill manually
2537,Shovel,Anvil,Axe,tool,"Answer using only only word - ""Anvil"" or ""Axe"" and not ""Shovel"".Which is more similar in meaning to ""Shovel""?",Anvil,Anvil
2538,Axe,Chameleon,Tortoise,tool,"Answer using only only word - ""Chameleon"" or ""Tortoise"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","turtle""",fill manually
2539,Knife,Boa python,Chisel,tool,"Answer using only only word - ""Boa python"" or ""Chisel"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","the word ""python""",fill manually
2540,Saw,Caiman,Toad,tool,"Answer using only only word - ""Caiman"" or ""Toad"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","Caiman""",Caiman
2541,Lawn Mower,Chisel,Crocodile,tool,"Answer using only only word - ""Chisel"" or ""Crocodile"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?",a crocodile,fill manually
2542,Nail,Crocodile,Turtle,tool,"Answer using only only word - ""Crocodile"" or ""Turtle"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","Nail""",Fill manually
2543,Nail,Screwdriver,Spanner,tool,"Answer using only only word - ""Screwdriver"" or ""Spanner"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","Spanner""",Spanner
2544,Chisel,Dinosaur,Turtle,tool,"Answer using only only word - ""Dinosaur"" or ""Turtle"" and not ""Chisel"".Which is more similar in meaning to ""Chisel""?","Dinosaur""",Dinosaur
2545,Caiman,Crocodile,Turtle,reptile,"Answer using only only word - ""Crocodile"" or ""Turtle"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?","a crocodile""",fill manually
2546,Cobra,Grinding disk,Tortoise,reptile,"Answer using only only word - ""Grinding disk"" or ""Tortoise"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?","Tortoise""",Tortoise
2547,Caiman,Anvil,Axe,reptile,"Answer using only only word - ""Anvil"" or ""Axe"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?","Anvil""",Anvil
2548,Boa python,Caiman,Paint brush,reptile,"Answer using only only word - ""Caiman"" or ""Paint brush"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?",Caiman,Caiman
2549,Nail,Grinding disk,Shovel,tool,"Answer using only only word - ""Grinding disk"" or ""Shovel"" and not ""Nail"".Which is more similar in meaning to ""Nail""?","Shovel""",Shovel
2550,Spanner,Hammer,Salamander,tool,"Answer using only only word - ""Hammer"" or ""Salamander"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?",Hammer,Hammer
2551,Saw,Alligator,Crocodile,tool,"Answer using only only word - ""Alligator"" or ""Crocodile"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","Sa""",fill manually
2552,Knife,Tortoise,Turtle,tool,"Answer using only only word - ""Tortoise"" or ""Turtle"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","turtles eat a lot of acorns""",fill manually
2553,Axe,Shovel,Snake,tool,"Answer using only only word - ""Shovel"" or ""Snake"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","Shovel""",Shovel
2554,Alligator,Anvil,Crocodile,reptile,"Answer using only only word - ""Anvil"" or ""Crocodile"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?",Anvil,Anvil
2555,Lizard,Knife,Vacuum,reptile,"Answer using only only word - ""Knife"" or ""Vacuum"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?",Knife,Knife
2556,Paint brush,Caiman,Nail,tool,"Answer using only only word - ""Caiman"" or ""Nail"" and not ""Paint brush"".Which is more similar in meaning to ""Paint brush""?","Nail""",Nail
2557,Lizard,Gecko,Knife,reptile,"Answer using only only word - ""Gecko"" or ""Knife"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?",Knife,Knife
2558,Dinosaur,Boa python,Vacuum,reptile,"Answer using only only word - ""Boa python"" or ""Vacuum"" and not ""Dinosaur"".Which is more similar in meaning to ""Dinosaur""?",Boa python,Boa python
2559,Saw,Crocodile,Spanner,tool,"Answer using only only word - ""Crocodile"" or ""Spanner"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","Spanner""",Spanner
2560,Turtle,Dinosaur,Gecko,reptile,"Answer using only only word - ""Dinosaur"" or ""Gecko"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","Turtle""",Fill manually
2561,Screwdriver,Cobra,Oil can,tool,"Answer using only only word - ""Cobra"" or ""Oil can"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","Cobra""",Cobra
2562,Axe,Alligator,Lawn Mower,tool,"Answer using only only word - ""Alligator"" or ""Lawn Mower"" and not ""Axe"".Which is more similar in meaning to ""Axe""?",Alligator,Alligator
2563,Saw,Caiman,Tortoise,tool,"Answer using only only word - ""Caiman"" or ""Tortoise"" and not ""Saw"".Which is more similar in meaning to ""Saw""?","S""",fill manually
2564,Alligator,Anvil,Saw,reptile,"Answer using only only word - ""Anvil"" or ""Saw"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?",Anvil,Anvil
2565,Grinding disk,Boa python,Chameleon,tool,"Answer using only only word - ""Boa python"" or ""Chameleon"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","the word ""chameleon""",fill manually
2566,Screwdriver,Lawn Mower,Paint brush,tool,"Answer using only only word - ""Lawn Mower"" or ""Paint brush"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?",lawn mower,fill manually
2567,Hammer,Nail,Salamander,tool,"Answer using only only word - ""Nail"" or ""Salamander"" and not ""Hammer"".Which is more similar in meaning to ""Hammer""?","Nail""",Nail
2568,Tortoise,Axe,Nail,reptile,"Answer using only only word - ""Axe"" or ""Nail"" and not ""Tortoise"".Which is more similar in meaning to ""Tortoise""?","Axe""",Axe
2569,Oil can,Crocodile,Shovel,tool,"Answer using only only word - ""Crocodile"" or ""Shovel"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","Shovel""",Shovel
2570,Caiman,Alligator,Grinding disk,reptile,"Answer using only only word - ""Alligator"" or ""Grinding disk"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?","Caiman""",Fill manually
2571,Turtle,Lizard,Shovel,reptile,"Answer using only only word - ""Lizard"" or ""Shovel"" and not ""Turtle"".Which is more similar in meaning to ""Turtle""?","Shovel""",Shovel
2572,Lawn Mower,Hammer,Saw,tool,"Answer using only only word - ""Hammer"" or ""Saw"" and not ""Lawn Mower"".Which is more similar in meaning to ""Lawn Mower""?","Hammer""",Hammer
2573,Axe,Cobra,Crocodile,tool,"Answer using only only word - ""Cobra"" or ""Crocodile"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","Cobra""",Cobra
2574,Snake,Spanner,Tortoise,reptile,"Answer using only only word - ""Spanner"" or ""Tortoise"" and not ""Snake"".Which is more similar in meaning to ""Snake""?",Spanner,Spanner
2575,Knife,Saw,Tortoise,tool,"Answer using only only word - ""Saw"" or ""Tortoise"" and not ""Knife"".Which is more similar in meaning to ""Knife""?","Tortoise""",Tortoise
2576,Lizard,Anvil,Axe,reptile,"Answer using only only word - ""Anvil"" or ""Axe"" and not ""Lizard"".Which is more similar in meaning to ""Lizard""?","Anvil""",Anvil
2577,Chameleon,Hammer,Lizard,reptile,"Answer using only only word - ""Hammer"" or ""Lizard"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","Hammer""",Hammer
2578,Alligator,Cobra,Paint brush,reptile,"Answer using only only word - ""Cobra"" or ""Paint brush"" and not ""Alligator"".Which is more similar in meaning to ""Alligator""?","Cobra""",Cobra
2579,Caiman,Boa python,Turtle,reptile,"Answer using only only word - ""Boa python"" or ""Turtle"" and not ""Caiman"".Which is more similar in meaning to ""Caiman""?",the way they move,fill manually
2580,Screwdriver,Toad,Turtle,tool,"Answer using only only word - ""Toad"" or ""Turtle"" and not ""Screwdriver"".Which is more similar in meaning to ""Screwdriver""?","Toad""",Toad
2581,Cobra,Caiman,Grinding disk,reptile,"Answer using only only word - ""Caiman"" or ""Grinding disk"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?",Caiman,Caiman
2582,Grinding disk,Crocodile,Spanner,tool,"Answer using only only word - ""Crocodile"" or ""Spanner"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","Spanner""",Spanner
2583,Chameleon,Paint brush,Turtle,reptile,"Answer using only only word - ""Paint brush"" or ""Turtle"" and not ""Chameleon"".Which is more similar in meaning to ""Chameleon""?","paint brush""",fill manually
2584,Nail,Cobra,Grinding disk,tool,"Answer using only only word - ""Cobra"" or ""Grinding disk"" and not ""Nail"".Which is more similar in meaning to ""Nail""?",Cobra,Cobra
2585,Boa python,Axe,Lizard,reptile,"Answer using only only word - ""Axe"" or ""Lizard"" and not ""Boa python"".Which is more similar in meaning to ""Boa python""?",axe,fill manually
2586,Knife,Caiman,Spanner,tool,"Answer using only only word - ""Caiman"" or ""Spanner"" and not ""Knife"".Which is more similar in meaning to ""Knife""?",Spanner,Spanner
2587,Axe,Tortoise,Vacuum,tool,"Answer using only only word - ""Tortoise"" or ""Vacuum"" and not ""Axe"".Which is more similar in meaning to ""Axe""?","Tortoise""",Tortoise
2588,Spanner,Alligator,Tortoise,tool,"Answer using only only word - ""Alligator"" or ""Tortoise"" and not ""Spanner"".Which is more similar in meaning to ""Spanner""?",Tortoise,Tortoise
2589,Salamander,Anvil,Vacuum,reptile,"Answer using only only word - ""Anvil"" or ""Vacuum"" and not ""Salamander"".Which is more similar in meaning to ""Salamander""?",Anvil,Anvil
2590,Grinding disk,Gecko,Oil can,tool,"Answer using only only word - ""Gecko"" or ""Oil can"" and not ""Grinding disk"".Which is more similar in meaning to ""Grinding disk""?","Oil can""",Oil can
2591,Toad,Dinosaur,Oil can,reptile,"Answer using only only word - ""Dinosaur"" or ""Oil can"" and not ""Toad"".Which is more similar in meaning to ""Toad""?","Toad""",Fill manually
2592,Cobra,Anvil,Blindworm,reptile,"Answer using only only word - ""Anvil"" or ""Blindworm"" and not ""Cobra"".Which is more similar in meaning to ""Cobra""?",Anvil,Anvil
2593,Blindworm,Lizard,Vacuum,reptile,"Answer using only only word - ""Lizard"" or ""Vacuum"" and not ""Blindworm"".Which is more similar in meaning to ""Blindworm""?","Vacuum""",Vacuum
2594,Oil can,Chameleon,Screwdriver,tool,"Answer using only only word - ""Chameleon"" or ""Screwdriver"" and not ""Oil can"".Which is more similar in meaning to ""Oil can""?","Screwdriver""",Screwdriver
